renda,tempo_emprego,sexo_M,tipo_renda_Empresário,posse_de_imovel_True,educacao_Superior_completo,idade,qt_pessoas_residencia
3164.77,4.975342465753425,0,0,1,0,32,2.0
4477.88,6.953424657534248,1,1,0,0,60,2.0
7908.01,7.865753424657536,1,0,1,1,40,2.0
3540.08,20.126027397260277,0,1,1,0,39,2.0
13754.95,11.706849315068496,0,0,1,0,60,2.0
7659.24,11.632876712328768,1,0,0,0,32,2.0
3702.84,2.3835616438356166,1,0,0,0,30,2.0
3106.49,4.287671232876712,1,0,0,1,45,2.0
3120.41,9.808219178082194,0,0,1,0,37,3.0
2240.62,10.375342465753423,1,0,0,1,43,4.0
3910.27,21.86027397260274,0,1,0,1,41,2.0
1756.52,1.9534246575342469,1,0,0,1,49,2.0
906.44,2.5506849315068494,0,0,1,0,35,3.0
1596.59,2.7479452054794518,1,1,1,0,44,3.0
3157.92,1.2602739726027397,1,1,0,0,44,1.0
5897.47,21.24931506849315,0,0,0,1,41,2.0
1847.08,15.432876712328769,0,1,0,1,51,2.0
3824.79,16.386301369863013,0,0,1,1,51,2.0
2192.81,4.273972602739726,1,1,0,1,35,2.0
5447.07,2.8849315068493158,0,0,1,1,33,2.0
2417.36,5.435616438356163,0,0,0,0,33,4.0
7958.19,5.657534246575342,0,1,0,1,30,3.0
5154.82,3.8054794520547945,0,0,1,1,38,4.0
4712.85,4.964383561643834,0,1,1,1,35,2.0
2097.51,1.1945205479452057,1,0,0,1,28,2.0
3500.25,23.56438356164384,0,0,0,0,55,1.0
3908.57,7.810958904109589,1,0,1,0,48,3.0
4198.55,4.216438356164384,1,1,1,0,49,2.0
3397.74,8.673972602739726,0,1,0,0,29,2.0
11480.93,19.534246575342465,0,0,0,0,45,2.0
3613.44,4.134246575342465,1,0,1,0,23,1.0
11640.9,4.131506849315069,1,0,1,0,41,3.0
8370.15,15.232876712328768,0,0,1,0,38,3.0
3290.21,13.523287671232874,0,0,1,0,34,2.0
4547.94,0.8082191780821918,1,1,0,0,32,2.0
5696.46,17.805479452054797,0,0,1,0,46,2.0
11726.52,7.586301369863015,0,0,1,0,34,2.0
3689.22,18.797260273972608,0,0,1,0,43,2.0
2555.66,0.6794520547945205,1,0,1,0,46,2.0
1522.45,8.128767123287671,0,1,1,0,32,3.0
2153.41,8.123287671232879,0,0,1,1,40,2.0
7209.88,2.0465753424657533,1,0,1,0,35,2.0
10385.67,0.6191780821917808,1,1,1,0,34,4.0
3186.45,7.249315068493152,0,0,0,1,36,2.0
773.92,24.093150684931512,0,0,0,0,50,2.0
7997.63,11.284931506849317,0,1,1,0,49,3.0
8481.11,7.835616438356165,0,1,0,0,39,3.0
2468.77,9.52054794520548,1,0,0,0,27,5.0
2439.12,0.9616438356164384,1,1,1,0,27,2.0
4059.58,3.849315068493152,0,0,0,0,38,2.0
2267.24,5.635616438356164,0,0,1,0,40,1.0
4877.19,12.304109589041095,0,0,0,0,40,2.0
8837.58,3.638356164383562,1,0,0,0,34,3.0
3933.87,2.5342465753424657,1,0,1,0,44,3.0
2366.4,3.432876712328768,0,0,0,1,39,2.0
1274.9,5.602739726027397,1,1,0,1,50,2.0
2343.86,15.972602739726028,0,1,1,0,43,2.0
3533.74,7.556164383561644,0,0,1,0,50,2.0
869.49,4.931506849315068,0,0,0,1,51,1.0
4620.52,5.356164383561644,0,0,1,0,39,1.0
1821.45,3.4301369863013704,0,0,0,1,53,2.0
3168.51,7.301369863013699,0,0,0,0,27,3.0
4891.08,7.761643835616439,0,1,0,1,40,2.0
3029.02,2.010958904109589,0,1,1,0,28,2.0
3133.64,0.6794520547945205,1,0,1,0,36,3.0
901.69,3.263013698630137,0,0,0,0,32,3.0
1592.57,9.849315068493151,1,1,0,0,32,2.0
2563.16,3.684931506849315,0,0,0,1,39,1.0
7181.01,3.1342465753424658,1,1,1,0,64,2.0
4391.27,3.4547945205479453,1,1,0,0,25,1.0
8966.06,8.860273972602737,0,1,1,1,42,1.0
2974.18,11.835616438356164,0,0,1,0,57,1.0
3439.57,4.873972602739726,1,0,1,0,27,3.0
5907.34,8.665753424657536,0,0,1,1,29,3.0
1590.64,1.0986301369863014,1,1,1,1,43,2.0
1854.26,10.082191780821915,0,0,1,0,56,2.0
2764.32,6.594520547945206,0,0,1,0,39,2.0
3059.23,1.3753424657534246,1,0,0,1,26,3.0
6202.58,0.6273972602739726,1,1,1,1,40,4.0
2059.55,2.7863013698630144,1,0,1,0,62,2.0
1459.95,4.413698630136986,1,0,0,0,24,1.0
4113.32,5.767123287671232,1,1,1,0,34,3.0
967.76,6.934246575342466,0,0,0,1,55,2.0
4234.94,0.9917808219178084,0,0,0,0,30,3.0
13314.82,8.846575342465753,0,0,0,0,54,2.0
9574.47,12.641095890410964,1,1,1,0,42,3.0
7558.72,22.61369863013699,0,0,1,0,45,3.0
6436.74,3.008219178082192,0,0,1,0,26,3.0
679.88,5.92876712328767,0,0,0,0,32,1.0
9769.82,12.895890410958906,1,0,1,0,41,4.0
7184.63,7.92876712328767,0,0,1,1,36,2.0
1689.5,4.0191780821917815,0,1,1,1,43,3.0
419.85,4.101369863013699,0,0,0,0,32,4.0
2622.04,20.02739726027397,0,0,0,0,46,1.0
798.87,5.972602739726027,0,1,0,1,26,1.0
425.04,1.1534246575342466,0,1,0,0,30,3.0
3692.91,2.73972602739726,1,0,0,1,44,5.0
6996.48,23.145205479452056,0,0,1,0,52,2.0
1328.9,2.010958904109589,0,1,1,0,28,2.0
2628.52,1.5424657534246575,0,0,0,1,30,3.0
2896.04,3.2739726027397262,0,0,1,1,29,1.0
5450.9,11.134246575342466,0,0,0,0,53,2.0
1273.46,1.9616438356164383,0,0,1,0,42,4.0
3645.11,1.2164383561643837,1,0,0,0,39,2.0
6761.42,3.0904109589041098,1,0,1,0,33,2.0
4414.55,2.03013698630137,0,0,1,1,30,4.0
1518.71,2.345205479452055,1,1,1,0,44,2.0
4189.61,6.934246575342466,0,1,0,0,50,1.0
8378.97,4.509589041095889,1,1,1,0,45,2.0
7966.19,19.56164383561644,0,1,1,1,41,1.0
8614.8,13.663013698630134,0,1,0,0,39,4.0
4939.64,2.684931506849315,0,0,0,1,37,3.0
3738.39,2.767123287671233,1,1,0,0,39,3.0
3862.5,6.504109589041097,1,1,1,1,41,2.0
6164.15,2.912328767123288,1,0,0,1,41,2.0
1693.78,4.895890410958904,0,0,1,0,47,2.0
1790.79,15.635616438356164,0,1,1,0,56,2.0
2360.09,9.435616438356163,0,1,0,1,46,2.0
2097.72,15.276712328767124,0,0,1,1,41,2.0
6042.67,8.210958904109589,0,1,1,0,45,2.0
8072.34,11.936986301369863,1,0,0,0,35,4.0
7008.91,18.18904109589041,1,0,1,0,36,2.0
6276.11,3.9342465753424656,1,1,0,0,36,2.0
5637.83,2.915068493150685,0,0,0,0,56,2.0
3718.4,18.6027397260274,0,1,0,0,42,1.0
994.94,0.9342465753424658,0,0,1,1,42,4.0
1892.51,10.96986301369863,0,0,1,1,33,2.0
3618.1,12.2,0,0,1,0,33,2.0
5189.92,0.8438356164383561,1,0,0,0,25,1.0
5145.76,15.443835616438356,0,0,0,0,56,1.0
1738.56,1.4657534246575343,1,0,1,0,36,1.0
12285.22,5.7315068493150685,1,1,1,1,37,4.0
9963.64,6.898630136986301,0,1,0,1,39,3.0
1240.56,4.964383561643834,0,0,1,0,40,2.0
10364.94,10.96986301369863,0,0,1,1,33,2.0
5020.55,3.723287671232877,1,0,1,0,45,3.0
2313.2,6.972602739726027,0,0,1,0,30,2.0
2355.42,6.83013698630137,0,0,1,1,48,2.0
3582.17,3.558904109589041,1,0,1,0,32,2.0
4889.55,9.334246575342464,1,0,0,1,31,3.0
11660.09,13.873972602739729,1,0,0,0,52,2.0
1365.93,1.7150684931506852,0,0,1,0,40,2.0
2294.57,3.0986301369863014,1,1,0,0,42,2.0
5055.94,7.693150684931508,0,0,0,1,30,4.0
2906.84,33.33972602739726,0,0,1,0,51,2.0
3208.53,4.986301369863013,0,0,1,1,50,2.0
2317.79,2.5506849315068494,0,0,1,0,35,3.0
2590.37,1.991780821917808,0,0,0,0,30,2.0
11316.88,5.268493150684932,1,0,0,1,27,2.0
2474.25,11.6,0,0,1,1,47,2.0
3294.9,7.7315068493150685,0,0,1,0,49,1.0
908.48,12.67123287671233,0,1,0,1,37,4.0
6648.79,3.624657534246576,1,0,0,0,36,3.0
13112.04,1.2356164383561643,1,0,1,0,34,3.0
6718.18,10.47945205479452,1,0,1,0,52,1.0
1888.13,6.109589041095893,0,0,1,0,45,2.0
211.04,6.090410958904108,0,0,0,0,33,3.0
529.26,5.6219178082191785,0,0,0,0,43,2.0
4675.9,4.975342465753425,0,1,1,0,34,4.0
6716.03,3.964383561643836,0,1,1,0,30,2.0
8878.71,9.01917808219178,0,0,1,0,49,1.0
2134.05,5.63013698630137,1,0,1,1,47,2.0
1793.37,2.202739726027397,1,1,0,0,35,3.0
5254.78,16.10958904109589,0,0,0,0,53,1.0
7416.92,20.194520547945206,0,0,1,1,44,2.0
2404.94,0.8273972602739726,1,1,0,0,39,2.0
4085.63,4.0191780821917815,0,1,1,1,43,3.0
11647.85,19.9013698630137,0,0,1,0,46,2.0
4232.12,10.12054794520548,0,1,1,0,38,3.0
3733.07,5.6219178082191785,0,0,0,0,43,2.0
7147.89,2.0027397260273974,1,0,0,1,35,3.0
1137.53,3.624657534246576,0,1,0,0,32,4.0
9692.09,6.860273972602741,1,0,1,0,46,1.0
9517.47,5.013698630136987,1,0,1,1,32,2.0
8710.61,6.8054794520547945,1,1,0,0,48,2.0
3016.95,4.6438356164383565,1,0,1,0,52,2.0
5747.38,2.6904109589041094,0,1,0,0,37,2.0
3510.91,0.8301369863013699,0,0,0,0,26,1.0
2864.84,21.86027397260274,0,1,1,1,44,3.0
1089.6,1.3835616438356164,0,0,1,1,27,2.0
2193.68,1.4109589041095891,0,0,0,0,31,2.0
1820.84,20.895890410958906,0,0,1,1,47,2.0
3654.04,0.7643835616438356,0,0,1,0,27,3.0
9450.13,6.846575342465752,1,0,1,0,50,2.0
2542.1,8.753424657534246,0,0,0,0,33,2.0
9173.97,1.2547945205479452,1,0,1,0,47,3.0
1350.15,3.6931506849315054,0,0,0,1,47,2.0
508.58,5.298630136986302,0,1,0,1,37,2.0
10471.84,9.123287671232877,0,0,1,1,38,2.0
1825.23,2.704109589041096,0,0,1,1,27,4.0
6569.31,5.205479452054795,0,0,0,0,37,2.0
1626.76,5.435616438356163,0,0,0,0,33,4.0
4686.99,4.6876712328767125,1,0,1,0,40,2.0
11358.67,8.471232876712326,0,1,1,1,45,3.0
2416.77,2.345205479452055,0,1,1,1,30,3.0
5746.69,8.947945205479453,0,0,0,0,32,3.0
5834.43,23.810958904109587,0,0,0,0,42,2.0
13070.17,20.11232876712329,1,0,1,1,43,2.0
2859.73,9.016438356164382,0,0,1,0,48,2.0
3748.15,1.3698630136986298,0,1,0,0,38,2.0
8435.2,21.186301369863013,0,0,1,1,59,1.0
3669.38,7.5397260273972595,0,0,1,1,50,1.0
9195.24,4.208219178082191,0,0,0,1,43,2.0
1278.55,3.0904109589041098,0,0,1,0,41,2.0
2491.36,2.767123287671233,1,1,0,0,39,3.0
3373.41,6.780821917808219,0,0,0,0,41,2.0
545.21,3.7068493150684927,0,1,0,1,37,4.0
2439.68,8.695890410958905,0,1,1,0,41,4.0
3032.33,1.2493150684931509,0,1,1,1,34,2.0
9807.65,17.186301369863013,1,0,0,1,37,3.0
1448.59,3.263013698630137,0,0,0,1,42,3.0
865.89,6.06027397260274,1,0,0,1,40,1.0
1783.12,11.772602739726029,0,0,0,1,35,1.0
4617.15,18.04383561643836,0,0,1,0,36,4.0
939.11,14.304109589041095,0,0,1,1,37,3.0
2955.55,7.052054794520547,0,0,0,1,36,3.0
9898.57,1.0767123287671232,1,0,1,1,42,2.0
9783.86,15.136986301369864,0,0,1,1,56,1.0
7823.75,0.4219178082191781,0,1,1,1,63,1.0
3147.69,3.3835616438356166,0,0,0,1,54,2.0
2108.17,1.0547945205479452,0,0,0,1,37,1.0
1299.77,0.8465753424657534,0,1,0,1,44,2.0
6875.82,2.041095890410959,1,0,0,0,30,4.0
2173.29,5.04109589041096,1,0,1,0,27,4.0
2884.24,2.8575342465753426,1,0,1,0,55,2.0
3985.6,8.772602739726027,0,0,1,1,63,1.0
5226.39,6.6219178082191785,0,1,0,0,44,2.0
502.98,9.465753424657532,0,0,1,0,34,2.0
7712.5,9.304109589041095,1,0,1,0,28,4.0
3136.05,0.8821917808219178,0,0,1,0,46,3.0
4675.77,7.660273972602741,1,0,1,1,50,2.0
12774.5,4.095890410958904,0,0,1,1,29,2.0
8699.19,3.778082191780822,1,1,1,0,40,2.0
300.76,0.7150684931506849,0,0,1,0,38,3.0
2365.47,20.895890410958906,0,0,1,1,47,2.0
1367.99,9.093150684931508,0,0,1,0,52,1.0
5099.06,2.016438356164384,0,0,1,0,40,3.0
1352.27,1.0931506849315071,1,0,0,0,47,2.0
4085.81,7.597260273972603,0,0,1,0,49,2.0
4258.39,14.263013698630138,0,0,0,0,32,1.0
2982.65,12.04109589041096,0,0,1,0,48,2.0
1420.44,3.202739726027397,1,1,1,0,34,3.0
3931.36,10.219178082191783,0,0,1,0,51,2.0
4932.47,6.693150684931508,1,1,0,0,40,2.0
2334.99,0.8027397260273973,1,0,1,0,39,4.0
5136.62,4.410958904109589,1,0,1,0,29,2.0
4155.37,1.2931506849315069,0,1,1,1,47,3.0
12930.58,1.2657534246575342,1,1,1,0,46,2.0
5786.43,0.4301369863013699,0,0,1,0,35,4.0
8090.22,2.9616438356164383,1,1,1,1,22,2.0
6815.49,5.287671232876712,0,0,1,1,50,1.0
5372.39,14.216438356164383,1,0,0,0,40,4.0
2051.87,9.093150684931508,0,0,1,0,52,1.0
9721.15,27.36438356164384,0,0,0,0,45,2.0
6050.58,2.2109589041095887,0,0,1,0,51,1.0
6639.04,8.038356164383561,1,1,0,0,40,4.0
1008.64,7.769863013698631,0,0,0,1,40,2.0
2485.32,5.304109589041096,0,1,1,0,39,2.0
375.32,1.0136986301369864,0,1,0,0,44,1.0
1119.55,5.515068493150685,0,0,0,1,45,1.0
6539.57,5.693150684931508,0,0,1,1,35,4.0
7627.69,1.0547945205479452,0,0,0,1,37,1.0
1333.25,1.3232876712328767,0,1,1,1,27,1.0
1364.56,4.016438356164383,0,1,1,1,34,3.0
5254.32,1.86027397260274,0,1,1,1,40,2.0
7864.84,4.509589041095889,1,1,1,1,45,2.0
1149.03,13.635616438356164,0,0,0,1,35,4.0
1514.39,5.717808219178082,0,0,1,0,30,2.0
3909.95,13.136986301369864,0,0,1,1,36,3.0
9196.71,20.60821917808219,0,0,1,1,58,2.0
2231.9,2.6575342465753424,0,1,1,1,53,1.0
2817.06,15.868493150684932,0,0,0,1,48,2.0
3209.27,8.219178082191782,0,0,0,1,47,1.0
2321.36,5.35068493150685,0,0,0,0,28,2.0
6858.86,5.523287671232877,1,1,1,1,32,3.0
11442.38,6.786301369863014,1,0,1,1,36,4.0
6223.99,5.994520547945205,0,0,1,0,43,2.0
7537.62,4.791780821917809,1,0,1,0,32,2.0
2352.51,10.93972602739726,0,0,1,1,43,2.0
2817.15,10.353424657534246,0,0,0,1,31,3.0
6758.16,5.6438356164383565,1,0,1,1,40,2.0
2399.15,4.767123287671233,0,0,0,0,27,2.0
2049.91,10.6,0,0,0,0,59,2.0
7406.64,3.515068493150685,0,0,1,0,59,1.0
2461.15,0.2986301369863013,0,0,1,0,41,3.0
3571.37,3.994520547945205,1,0,1,0,57,2.0
2376.75,5.101369863013699,0,1,1,0,45,3.0
4263.83,16.63013698630137,0,0,1,1,49,2.0
3595.33,0.5342465753424658,1,0,0,0,33,4.0
4989.61,6.602739726027397,0,0,0,1,28,1.0
3773.29,14.287671232876711,0,0,0,1,60,2.0
8116.39,7.526027397260274,0,0,1,0,34,4.0
8429.07,23.2027397260274,0,0,1,1,47,1.0
1700.95,6.602739726027397,1,1,0,1,53,2.0
1288.51,4.843835616438357,0,0,1,0,39,3.0
6949.23,8.372602739726027,0,0,1,0,66,2.0
4023.72,11.895890410958906,1,0,0,0,59,3.0
5179.93,7.701369863013697,1,0,1,0,34,2.0
3550.6,5.92876712328767,0,0,0,0,32,1.0
8895.42,3.6986301369863015,0,1,1,0,40,3.0
501.79,0.9287671232876712,0,1,0,0,48,1.0
3357.65,11.92876712328767,0,1,1,0,43,2.0
8649.61,9.89315068493151,1,0,1,0,59,2.0
1266.12,10.967123287671232,0,0,1,0,38,5.0
1203.7,12.684931506849315,0,0,1,1,58,1.0
5989.19,7.660273972602741,1,0,1,1,50,2.0
3756.94,4.767123287671233,0,0,0,0,27,2.0
2006.87,6.120547945205479,0,0,1,0,62,2.0
2756.35,2.6575342465753424,0,1,1,1,53,1.0
1719.03,5.052054794520548,0,0,1,0,33,2.0
5683.33,11.284931506849317,0,1,1,1,49,3.0
3404.29,8.926027397260274,0,1,1,0,47,2.0
7620.02,12.432876712328769,1,1,0,0,56,2.0
1918.14,1.0410958904109588,1,0,0,1,33,3.0
9530.44,9.221917808219178,1,0,1,0,49,2.0
4519.32,16.301369863013694,0,0,1,1,38,4.0
5213.86,6.36986301369863,1,1,0,1,60,2.0
7234.88,31.372602739726037,0,0,0,0,49,2.0
7159.45,8.736986301369862,1,0,1,0,53,2.0
959.26,8.367123287671232,0,0,1,0,49,1.0
6546.78,15.449315068493153,1,0,1,0,37,3.0
1546.27,1.9616438356164383,0,0,1,0,42,4.0
411.76,0.4931506849315068,0,0,1,1,45,2.0
2652.35,0.4301369863013699,0,1,0,0,43,2.0
3037.83,2.8657534246575342,1,0,0,0,31,3.0
3620.18,2.7479452054794518,1,1,1,0,44,3.0
11653.72,8.764383561643836,1,0,1,0,32,2.0
3251.87,7.328767123287673,0,0,1,0,51,3.0
2973.0,1.1315068493150684,0,0,1,1,40,3.0
6184.1,6.0465753424657525,0,0,1,1,37,3.0
3150.78,11.558904109589042,0,1,0,1,48,2.0
2570.73,7.526027397260274,0,0,0,1,33,3.0
4096.44,7.120547945205479,1,0,1,0,39,2.0
4744.5,1.3397260273972602,0,0,1,0,47,1.0
11617.2,18.81095890410959,1,0,0,0,41,3.0
5293.84,1.1232876712328768,0,0,1,1,45,2.0
7749.19,4.526027397260274,1,0,0,1,28,2.0
778.59,7.101369863013699,0,0,0,0,29,3.0
3957.15,6.676712328767122,0,0,1,1,28,2.0
2667.64,3.8027397260273967,0,0,0,0,32,1.0
1464.7,6.495890410958903,1,0,1,1,44,3.0
3672.8,0.9753424657534246,1,0,1,1,33,2.0
3577.02,7.032876712328767,0,0,0,0,52,2.0
2954.03,2.671232876712329,1,0,1,0,36,1.0
10608.7,0.7890410958904109,0,1,1,0,41,3.0
2044.35,7.032876712328767,0,0,0,0,52,2.0
2150.73,6.016438356164382,0,1,1,1,29,3.0
1154.86,9.128767123287671,0,0,1,0,43,2.0
519.06,10.76986301369863,0,0,1,0,38,1.0
10649.14,5.991780821917808,1,1,1,1,33,4.0
1650.83,0.8301369863013699,0,0,0,0,26,1.0
1441.42,6.471232876712329,0,1,1,0,48,2.0
5171.52,28.449315068493146,0,0,1,1,46,2.0
2440.24,1.356164383561644,1,0,0,0,24,3.0
5119.95,8.139726027397263,0,0,1,1,56,2.0
587.87,4.178082191780821,0,0,0,0,43,2.0
521.85,3.764383561643836,0,0,0,0,34,4.0
2610.5,6.665753424657535,0,0,0,1,39,2.0
4210.32,0.3561643835616438,1,1,0,1,26,2.0
3364.74,5.882191780821918,1,1,1,1,44,2.0
3243.95,9.473972602739726,0,1,0,1,46,2.0
1125.34,6.515068493150685,0,0,1,0,46,3.0
6282.11,21.50958904109589,0,0,1,0,59,1.0
3173.88,19.02465753424657,0,1,1,0,54,2.0
6487.16,14.602739726027398,0,1,0,0,38,2.0
685.29,2.8465753424657536,0,0,1,0,49,2.0
2293.6,0.5561643835616439,1,0,0,1,29,3.0
4206.29,3.328767123287671,1,0,0,0,49,2.0
6271.46,2.4356164383561643,1,0,1,0,43,2.0
8281.84,8.345205479452055,0,0,1,0,53,2.0
4789.54,2.871232876712329,0,0,0,0,40,2.0
2484.48,10.93972602739726,0,0,1,0,43,2.0
1395.89,31.227397260273968,0,0,1,0,54,2.0
1924.19,4.301369863013698,0,0,0,0,30,2.0
1660.59,9.53972602739726,0,1,1,1,50,2.0
2935.17,8.928767123287669,0,0,1,1,37,4.0
4020.06,12.608219178082194,0,0,0,0,50,2.0
2385.62,5.5479452054794525,1,0,1,1,51,2.0
4219.3,5.717808219178082,0,0,0,0,41,2.0
1360.56,4.178082191780821,1,0,1,0,41,2.0
6198.41,13.608219178082194,1,0,0,0,52,2.0
2043.53,32.74246575342466,0,0,0,0,52,1.0
9949.5,2.0986301369863014,1,0,0,0,36,2.0
977.77,6.471232876712329,0,1,1,0,48,2.0
4742.33,11.03835616438356,1,0,1,0,35,2.0
2141.28,0.3835616438356164,0,0,1,1,38,2.0
889.67,1.704109589041096,0,0,1,0,44,2.0
6126.52,24.03287671232877,0,1,0,0,57,2.0
2883.93,0.7753424657534247,0,0,1,0,42,2.0
3850.17,25.728767123287675,0,0,1,0,44,2.0
4215.44,4.016438356164383,0,0,0,1,51,1.0
5802.69,13.70958904109589,0,0,0,0,46,4.0
1948.02,3.345205479452055,1,1,1,1,27,1.0
1019.93,4.369863013698629,0,1,1,1,25,2.0
1370.64,4.276712328767124,1,0,1,0,35,5.0
5452.99,13.780821917808217,0,0,1,0,56,1.0
8060.25,12.854794520547946,0,0,0,0,44,2.0
864.0,3.3506849315068483,0,0,0,1,26,3.0
1344.68,8.931506849315069,0,0,0,0,41,4.0
6395.93,10.493150684931509,1,0,1,0,51,2.0
4826.24,4.515068493150685,0,0,1,0,31,3.0
815.66,10.597260273972603,0,0,1,0,29,3.0
5718.48,10.304109589041095,0,1,0,1,31,2.0
2777.15,15.271232876712329,0,0,0,0,50,2.0
2335.93,13.865753424657536,0,0,1,0,32,2.0
2284.76,3.0493150684931507,1,0,0,1,25,1.0
3188.63,4.742465753424658,1,0,1,0,41,3.0
790.26,0.3835616438356164,0,0,1,1,31,2.0
652.68,6.0986301369863005,0,1,1,0,33,2.0
10529.47,1.2,0,1,1,1,45,1.0
3755.02,5.263013698630137,1,0,1,1,31,3.0
2426.15,0.7890410958904109,1,0,0,0,39,2.0
5164.29,5.698630136986301,0,0,1,1,37,3.0
4059.58,3.849315068493152,0,0,0,0,38,2.0
6220.63,6.3863013698630136,1,0,0,0,53,2.0
4133.5,6.372602739726028,1,1,0,0,30,2.0
2228.23,5.972602739726027,0,1,1,0,44,2.0
9381.14,4.205479452054795,0,0,0,1,26,4.0
910.38,1.556164383561644,0,0,0,1,27,3.0
2206.9,1.9287671232876715,1,1,1,0,45,2.0
4757.78,19.9013698630137,0,0,1,0,46,2.0
3037.0,1.8410958904109591,0,0,0,0,44,1.0
2899.4,0.947945205479452,1,0,1,0,52,2.0
999.01,4.049315068493152,0,0,1,0,46,2.0
1618.71,4.490410958904111,0,0,1,0,42,2.0
4795.86,11.123287671232877,0,1,1,0,58,2.0
3045.75,3.287671232876712,0,0,0,0,27,3.0
10173.11,3.895890410958904,1,0,0,1,33,5.0
11587.7,3.1890410958904107,1,1,0,0,32,2.0
8315.32,31.227397260273968,0,0,1,0,54,2.0
3393.17,5.364383561643836,0,1,1,0,29,3.0
8569.52,14.68219178082192,0,0,1,1,54,2.0
1228.57,3.808219178082192,0,1,1,0,25,1.0
3112.38,4.594520547945206,0,1,1,1,36,1.0
4425.25,22.945205479452056,0,0,1,1,41,2.0
3543.09,7.884931506849315,0,1,1,0,53,2.0
6696.79,41.2,0,0,1,1,60,1.0
1842.61,12.104109589041094,0,0,0,1,49,2.0
2928.12,1.5205479452054795,0,1,1,0,49,1.0
1265.26,2.627397260273973,0,0,1,0,26,3.0
1003.47,3.424657534246576,0,0,1,1,37,2.0
5828.19,2.967123287671233,0,0,1,0,36,3.0
679.22,6.780821917808219,0,0,1,1,31,3.0
3362.92,5.358904109589041,0,1,1,0,41,3.0
7294.72,1.5095890410958903,0,0,1,1,52,3.0
6648.79,3.624657534246576,1,0,0,0,36,3.0
2542.54,3.0520547945205485,0,0,1,0,27,1.0
3748.75,14.353424657534244,0,0,0,1,60,2.0
5249.95,15.945205479452056,0,0,1,0,37,2.0
1994.58,3.783561643835617,0,0,1,0,43,1.0
4478.54,3.5753424657534247,0,0,1,0,59,2.0
505.31,0.4657534246575342,0,0,1,0,41,2.0
2338.82,6.750684931506848,0,0,1,0,40,2.0
2437.39,19.9013698630137,0,0,1,0,46,2.0
3900.05,6.238356164383561,0,1,1,1,46,2.0
938.7,3.6931506849315054,0,0,0,1,47,2.0
2177.25,2.682191780821918,1,1,1,0,59,2.0
2692.88,7.6,0,0,1,0,28,3.0
3164.35,4.265753424657534,0,0,1,0,44,1.0
5958.04,8.471232876712326,1,0,0,1,32,2.0
2848.82,2.032876712328767,1,0,0,0,22,2.0
4888.39,1.704109589041096,1,0,0,0,32,2.0
2061.22,7.353424657534248,1,0,0,0,35,3.0
2221.74,1.3643835616438356,0,1,0,0,40,2.0
3814.21,9.04931506849315,0,0,0,1,32,3.0
4806.35,2.7753424657534245,0,0,1,0,58,2.0
4625.73,12.295890410958906,0,0,0,1,43,2.0
6752.01,26.70684931506849,0,1,0,0,51,2.0
1932.18,4.178082191780821,1,0,1,0,41,2.0
6436.51,29.96164383561644,0,0,0,0,51,2.0
1130.83,9.926027397260274,0,1,1,1,38,4.0
2711.96,4.304109589041096,0,0,0,0,48,3.0
8060.34,6.602739726027397,0,1,1,0,26,1.0
10608.7,0.7890410958904109,0,1,1,0,41,3.0
2571.0,6.594520547945206,0,0,1,0,43,1.0
6865.42,3.104109589041096,0,0,1,1,24,1.0
2517.9,0.4273972602739726,1,0,1,0,26,1.0
3377.28,8.109589041095889,0,1,1,1,52,2.0
1723.84,8.104109589041098,0,0,0,1,42,1.0
2136.17,10.123287671232877,0,0,0,0,34,2.0
2684.77,2.0931506849315067,1,1,1,1,59,2.0
4552.2,7.808219178082192,0,0,1,0,38,2.0
3157.1,5.679452054794519,0,0,1,0,50,1.0
7291.71,0.4657534246575342,1,0,0,0,35,1.0
8533.37,8.882191780821918,0,0,0,0,30,5.0
6917.35,1.8712328767123287,0,0,1,0,35,1.0
12773.57,24.64383561643836,0,1,1,1,46,1.0
2514.5,8.747945205479452,0,0,0,1,34,4.0
1401.16,9.605479452054793,0,0,0,0,31,2.0
896.91,0.5123287671232877,0,0,1,0,32,3.0
1627.56,2.6630136986301367,0,1,0,0,40,4.0
3108.84,2.128767123287671,1,1,1,1,31,3.0
2586.82,9.512328767123286,0,0,1,1,43,2.0
2655.03,5.153424657534247,1,0,1,0,43,2.0
12682.85,5.6438356164383565,1,0,1,1,40,2.0
3168.51,7.301369863013699,0,0,0,0,27,3.0
2483.14,8.043835616438356,0,0,0,1,31,2.0
8922.74,5.216438356164384,1,0,1,1,31,4.0
3303.38,6.638356164383563,0,0,1,0,51,2.0
5739.2,7.92876712328767,0,0,1,1,36,2.0
726.1,5.06027397260274,1,0,1,0,50,2.0
1077.86,2.350684931506849,1,0,1,0,35,3.0
2551.75,7.638356164383563,0,1,1,0,33,2.0
2139.31,8.473972602739726,0,0,1,1,55,1.0
629.84,2.7150684931506848,0,0,0,0,45,2.0
6832.45,10.772602739726029,1,1,0,0,52,2.0
1325.53,4.909589041095892,0,0,0,1,28,2.0
3198.11,6.846575342465752,0,0,1,0,27,2.0
12800.48,23.810958904109587,0,0,0,0,42,2.0
2248.97,4.005479452054795,1,0,1,0,51,2.0
3100.94,2.0876712328767124,0,0,1,1,30,3.0
4230.23,13.194520547945206,0,0,0,0,41,2.0
7725.69,2.9068493150684933,1,1,1,0,52,2.0
